N,P,K,temperature,humidity,ph,rainfall,soil_type,state,season,crop
139.56,22.58,146.25,15.81,70.29,6.61,1481.2,Alluvial,Odisha,Zaid,Banana
116.93,30.86,261.81,33.79,56.11,7.39,1086.78,Black,Andhra Pradesh,Rabi,Tobacco
44.51,9.42,189.73,25.1,44.86,5.96,635.52,Red,Rajasthan,Rabi,Maize
186.83,41.14,267.5,26.65,55.53,6.97,737.04,Clay,Haryana,Zaid,Banana
74.99,7.84,51.74,39.27,65.03,6.09,1335.17,Sandy,Bihar,Zaid,Potato
47.61,7.94,50.7,17.45,48.04,6.98,606.13,Sandy,Haryana,Zaid,Potato
85.55,5.98,145.32,26.69,92.92,6.72,3961.1,Red,Kerala,Zaid,Banana
107.02,13.56,145.93,13.24,93.73,6.11,1716.3,Red,Assam,Zaid,Banana
392.92,24.06,228.59,13.44,67.27,6.65,548.3,Alluvial,Haryana,Kharif,Cotton
46.99,21.31,137.95,37.87,61.77,6.87,1423.33,Red,Tamil Nadu,Kharif,Cotton
255.62,12.43,262.46,27.71,73.92,6.86,942.8,Alluvial,Madhya Pradesh,Zaid,Banana
257.91,14.99,157.62,41.08,59.44,6.92,712.68,Alluvial,Gujarat,Rabi,Wheat
49.12,11.9,114.52,34.08,85.1,6.16,2336.94,Red,Assam,Zaid,Banana
35.59,7.18,153.48,32.89,35.99,5.56,771.35,Sandy,Haryana,Rabi,Groundnut
155.13,8.22,20.23,33.02,86.64,6.93,3170.92,Sandy,Kerala,Rabi,Groundnut
272.51,5.54,269.19,29.7,74.08,7.63,2499.38,Black,Maharashtra,Zaid,Banana
108.39,8.14,117.79,34.55,63.32,5.63,1220.28,Laterite,Madhya Pradesh,Rabi,Tobacco
215.55,14.4,137.81,23.93,79.44,5.73,814.78,Red,Andhra Pradesh,Rabi,Tobacco
234.65,10.37,197.49,42.18,31.4,7.55,748.03,Alluvial,Haryana,Rabi,Wheat
112.18,13.57,224.16,31.61,94.91,7.72,1602.22,Alluvial,Assam,Kharif,Sugarcane
93.62,13.41,90.39,32.63,53.78,5.51,863.8,Laterite,Madhya Pradesh,Rabi,Tobacco
141.27,10.12,98.14,15.45,58.33,5.75,2958.71,Red,Maharashtra,Zaid,Potato
33.04,5.01,93.42,23.65,47.64,6.1,698.21,Sandy,Uttar Pradesh,Zaid,Potato
343.72,7.82,269.89,25.55,43.1,7.57,1571.97,Alluvial,Bihar,Rabi,Lentil
46.67,3.86,39.83,24.15,38.55,7.47,1469.2,Sandy,Gujarat,Rabi,Gram
69.51,10.82,133.66,22.6,48.5,5.17,548.0,Laterite,Maharashtra,Zaid,Potato
186.34,22.78,169.59,23.79,94.96,5.54,1560.98,Laterite,Kerala,Rabi,Potato
200.24,11.82,142.43,30.01,72.03,7.42,657.2,Black,Tamil Nadu,Kharif,Cotton
87.48,10.04,83.94,17.36,59.36,7.12,1263.9,Alluvial,Bihar,Zaid,Potato
240.01,23.8,98.45,37.65,67.25,7.02,1190.37,Black,Uttar Pradesh,Zaid,Banana
175.65,5.74,131.73,18.16,66.58,7.37,870.67,Clay,Punjab,Kharif,Sugarcane
261.96,25.88,158.11,26.05,80.97,7.56,1996.79,Alluvial,Assam,Rabi,Jowar
320.87,37.11,281.41,17.72,61.61,6.98,1344.18,Alluvial,Bihar,Kharif,Sugarcane
113.56,19.9,108.86,22.11,72.47,6.62,2221.11,Red,West Bengal,Kharif,Rice
111.16,8.98,78.88,33.41,73.3,6.98,1744.18,Red,Kerala,Rabi,Tobacco
100.59,13.93,85.99,22.36,89.95,5.64,2627.44,Laterite,Assam,Rabi,Potato
114.15,31.97,106.49,21.16,90.14,6.38,2691.97,Red,Assam,Kharif,Tea
98.57,4.68,71.51,25.05,86.2,5.45,2677.53,Laterite,Kerala,Zaid,Banana
186.45,27.83,48.48,24.68,83.71,6.9,2357.84,Red,Maharashtra,Zaid,Banana
69.6,4.42,26.57,16.86,49.67,7.45,681.99,Sandy,Haryana,Zaid,Potato
98.26,7.56,60.88,38.92,65.06,6.31,1324.99,Laterite,Odisha,Rabi,Potato
250.04,18.92,200.05,35.12,58.38,8.16,1132.99,Black,Uttar Pradesh,Zaid,Potato
221.59,32.26,136.18,34.01,60.72,7.5,1761.14,Alluvial,Maharashtra,Rabi,Jowar
161.54,3.42,106.15,22.88,74.38,5.75,789.35,Laterite,Telangana,Zaid,Potato
176.31,38.59,246.13,33.03,40.38,6.92,660.76,Alluvial,Punjab,Kharif,Cotton
78.64,25.37,169.21,26.71,72.06,7.37,782.06,Black,Gujarat,Rabi,Tobacco
200.04,29.27,137.29,22.9,73.1,6.85,1769.11,Alluvial,Karnataka,Kharif,Rice
176.68,7.08,58.49,23.27,71.96,6.43,3873.64,Laterite,Kerala,Rabi,Potato
78.6,7.02,84.22,29.86,74.4,6.46,2369.31,Sandy,West Bengal,Rabi,Potato
76.48,15.46,103.4,21.32,47.4,5.78,724.16,Laterite,Telangana,Rabi,Maize
67.51,5.74,47.32,14.26,69.78,6.13,686.05,Sandy,Punjab,Kharif,Groundnut
207.79,21.47,119.26,13.58,61.86,8.0,1072.1,Black,Uttar Pradesh,Kharif,Sugarcane
115.98,19.74,46.25,33.19,65.66,5.89,976.74,Laterite,Andhra Pradesh,Zaid,Potato
94.09,9.64,96.34,30.09,85.85,5.02,2998.86,Laterite,Kerala,Rabi,Chilli
160.93,32.17,215.35,33.17,74.6,7.67,847.96,Alluvial,Punjab,Rabi,Potato
82.2,11.79,73.06,29.36,60.51,6.35,684.16,Sandy,Haryana,Rabi,Groundnut
165.33,8.55,114.67,18.99,70.65,7.37,1188.11,Black,Telangana,Rabi,Maize
86.16,9.94,71.39,28.01,90.48,6.05,2194.84,Red,Kerala,Kharif,Rubber
58.53,11.0,41.36,28.84,79.91,5.86,1912.47,Laterite,Kerala,Kharif,Coconut
133.8,3.82,100.88,34.05,79.55,6.29,1202.57,Laterite,Tamil Nadu,Rabi,Chilli
307.78,21.27,123.14,19.51,67.72,8.3,1382.77,Black,Gujarat,Kharif,Rice
46.18,5.26,90.53,8.45,59.5,8.48,250.13,Saline,Rajasthan,Rabi,Barley
217.91,5.4,215.63,25.86,73.01,6.65,668.53,Red,Andhra Pradesh,Zaid,Banana
59.27,7.82,117.27,33.22,68.52,6.45,1020.76,Sandy,Bihar,Kharif,Coconut
74.45,3.81,122.9,30.53,94.54,6.08,2174.33,Laterite,Kerala,Kharif,Coconut
79.32,14.66,102.11,24.06,69.91,6.5,1137.85,Sandy,Bihar,Zaid,Potato
174.42,12.31,185.44,15.14,48.25,6.53,439.67,Clay,Haryana,Kharif,Bajra
77.31,9.83,89.61,24.52,50.49,8.52,516.24,Saline,Rajasthan,Rabi,Mustard
211.44,11.89,75.14,36.13,78.93,8.34,835.87,Black,Tamil Nadu,Kharif,Sugarcane
95.12,10.65,215.68,5.67,62.47,7.62,531.53,Alluvial,Punjab,Rabi,Wheat
198.49,23.34,104.81,32.31,71.17,7.27,350.95,Alluvial,Haryana,Zaid,Banana
120.72,26.26,123.52,34.37,75.21,7.02,1252.36,Alluvial,Odisha,Zaid,Banana
84.32,10.43,108.32,30.51,90.22,6.18,3487.83,Red,Kerala,Rabi,Tobacco
127.46,7.6,106.32,27.1,65.73,5.49,846.98,Laterite,Andhra Pradesh,Zaid,Potato
267.96,18.6,194.53,23.77,83.56,7.01,3978.91,Alluvial,Kerala,Kharif,Tea
122.04,18.27,152.93,28.54,64.25,6.92,663.9,Red,Andhra Pradesh,Rabi,Chilli
321.92,11.7,96.59,18.74,67.36,6.88,2676.64,Alluvial,Maharashtra,Kharif,Cotton
300.93,37.33,105.97,21.57,38.85,7.24,684.18,Alluvial,Gujarat,Kharif,Tobacco
66.57,6.36,28.0,42.0,35.34,5.57,795.46,Sandy,Punjab,Kharif,Ragi
91.4,15.6,216.32,15.47,62.99,6.44,1420.8,Red,Maharashtra,Kharif,Cotton
355.45,24.86,224.2,34.28,80.43,7.36,1168.51,Alluvial,Andhra Pradesh,Kharif,Sugarcane
217.79,25.03,247.25,29.9,57.7,7.16,3047.76,Black,Karnataka,Kharif,Jowar
118.63,13.73,108.84,26.14,76.74,6.17,905.95,Red,Andhra Pradesh,Rabi,Chilli
128.13,16.71,226.44,35.65,89.17,7.5,2407.1,Alluvial,Kerala,Zaid,Banana
108.95,26.89,92.66,25.68,64.86,7.08,709.69,Alluvial,Punjab,Rabi,Maize
145.11,21.33,185.71,8.74,64.18,7.22,533.52,Alluvial,Haryana,Rabi,Wheat
106.79,7.07,113.33,38.63,66.91,5.52,2411.92,Red,West Bengal,Kharif,Tea
319.45,31.08,129.09,23.37,56.98,7.05,1478.29,Alluvial,Madhya Pradesh,Zaid,Banana
111.61,2.69,135.69,29.68,40.94,6.31,2128.92,Laterite,Maharashtra,Zaid,Banana
184.37,8.97,65.42,35.42,56.2,5.12,1378.07,Laterite,Odisha,Rabi,Jowar
163.64,25.58,97.07,17.52,62.43,7.9,904.04,Alluvial,Gujarat,Kharif,Cotton
97.0,9.24,116.69,33.01,69.04,5.87,895.2,Laterite,Andhra Pradesh,Rabi,Tobacco
61.58,7.59,172.69,36.19,44.94,6.38,1451.01,Red,Madhya Pradesh,Rabi,Jowar
105.57,8.31,79.3,37.78,63.9,5.75,606.31,Red,Andhra Pradesh,Rabi,Tobacco
115.71,24.04,117.99,28.34,70.78,5.67,2055.31,Red,Assam,Rabi,Potato
141.6,13.09,121.9,35.54,61.52,5.97,1009.16,Laterite,Andhra Pradesh,Rabi,Tobacco
135.66,33.63,156.19,40.69,74.11,7.03,732.37,Black,Uttar Pradesh,Kharif,Sugarcane
20.65,3.72,40.14,26.05,81.69,7.21,975.5,Sandy,Tamil Nadu,Zaid,Banana
119.7,6.95,91.72,32.41,51.94,5.84,169.82,Sandy,Rajasthan,Kharif,Bajra
187.94,25.09,169.19,38.55,66.41,7.2,1278.78,Alluvial,Odisha,Rabi,Groundnut
235.48,30.99,271.85,8.57,51.0,7.15,673.98,Clay,Haryana,Zaid,Banana
71.88,11.57,103.99,44.01,31.85,6.32,783.89,Sandy,Punjab,Kharif,Ragi
137.53,25.49,101.51,19.06,53.82,6.7,701.5,Alluvial,Telangana,Zaid,Potato
75.79,7.06,133.61,34.77,83.05,5.37,1191.44,Laterite,Andhra Pradesh,Zaid,Banana
61.98,9.91,84.67,37.04,44.86,5.09,1008.42,Laterite,Telangana,Rabi,Maize
62.63,17.62,169.87,25.65,83.84,5.76,1782.64,Red,Kerala,Kharif,Tea
129.42,16.73,120.13,28.01,80.17,6.1,1255.92,Laterite,Odisha,Kharif,Sugarcane
29.16,3.46,67.51,27.93,65.3,6.29,544.09,Sandy,Punjab,Zaid,Potato
347.23,37.09,74.06,30.78,70.78,7.73,1899.1,Alluvial,Kerala,Zaid,Banana
44.15,15.26,113.63,15.51,47.16,9.42,413.53,Saline,Gujarat,Zaid,Potato
323.3,7.98,96.66,6.85,59.39,7.0,485.8,Alluvial,Rajasthan,Zaid,Banana
131.77,15.72,171.29,5.79,32.95,6.7,725.59,Alluvial,Rajasthan,Rabi,Wheat
93.01,26.55,355.09,22.37,39.37,6.6,812.19,Clay,Punjab,Zaid,Banana
154.93,21.43,255.16,37.16,69.41,7.33,660.27,Alluvial,Haryana,Kharif,Cotton
221.97,34.46,128.15,22.44,47.21,6.68,1300.45,Alluvial,Karnataka,Kharif,Rice
349.86,33.24,67.66,31.97,74.56,7.85,2789.4,Alluvial,Assam,Kharif,Sugarcane
77.23,9.43,88.89,22.5,55.56,6.81,756.13,Sandy,Gujarat,Rabi,Groundnut
178.87,21.2,201.33,34.49,77.08,6.87,1302.62,Alluvial,Karnataka,Zaid,Banana
309.13,17.29,129.82,32.17,67.11,7.01,806.61,Alluvial,Tamil Nadu,Rabi,Groundnut
87.82,9.96,89.4,36.51,28.95,7.13,292.18,Alluvial,Rajasthan,Kharif,Bajra
80.41,5.3,85.83,7.86,36.0,8.98,597.81,Saline,Rajasthan,Zaid,Potato
193.09,27.35,298.03,38.0,41.93,8.12,1175.59,Black,Uttar Pradesh,Kharif,Cotton
229.26,22.41,147.8,12.19,41.86,6.63,677.73,Alluvial,Uttar Pradesh,Rabi,Wheat
255.2,19.47,178.44,34.2,76.82,7.98,2176.6,Alluvial,Assam,Kharif,Rice
102.04,2.9,95.93,43.18,28.69,8.87,779.21,Saline,Rajasthan,Zaid,Potato
251.25,12.26,159.18,25.51,58.22,8.28,1131.67,Black,Uttar Pradesh,Rabi,Tobacco
119.37,7.05,69.49,36.38,36.7,8.41,981.59,Saline,Gujarat,Zaid,Banana
226.42,36.71,335.11,15.38,54.29,6.74,1091.99,Alluvial,Uttar Pradesh,Kharif,Sugarcane
247.28,6.72,95.58,32.97,63.36,6.1,606.4,Clay,Punjab,Zaid,Potato
140.47,8.79,85.61,31.48,84.44,6.57,1184.94,Red,Karnataka,Kharif,Banana
264.32,17.13,199.77,8.79,39.89,6.69,632.03,Alluvial,Haryana,Zaid,Potato
106.28,10.63,187.67,18.98,43.0,7.38,2577.58,Black,Maharashtra,Rabi,Wheat
301.11,46.83,166.96,27.92,57.56,6.68,1427.95,Alluvial,Odisha,Zaid,Banana
131.76,16.59,134.11,37.35,69.24,7.37,2191.64,Alluvial,Karnataka,Zaid,Banana
29.48,7.11,35.86,43.69,29.83,6.57,629.17,Sandy,Rajasthan,Rabi,Gram
113.0,6.15,153.42,33.28,69.61,5.48,1385.79,Laterite,West Bengal,Zaid,Potato
156.97,16.72,106.41,27.42,50.64,8.44,742.65,Black,Telangana,Kharif,Maize
103.42,17.89,144.7,33.18,78.85,5.33,2735.95,Laterite,Assam,Zaid,Banana
115.62,10.76,256.1,26.33,84.59,7.45,1802.09,Alluvial,West Bengal,Kharif,Jute
292.03,20.45,230.76,24.24,64.2,7.6,1149.12,Black,Andhra Pradesh,Rabi,Chilli
100.59,22.71,204.7,44.18,72.52,6.97,1321.1,Red,Madhya Pradesh,Kharif,Turmeric
126.97,7.08,221.9,25.96,73.03,5.52,2129.84,Laterite,Assam,Rabi,Potato
156.07,8.54,86.99,11.87,53.76,7.47,849.82,Alluvial,Punjab,Rabi,Wheat
173.89,33.28,125.74,22.86,55.0,6.98,670.18,Alluvial,Punjab,Rabi,Wheat
163.56,13.94,215.94,39.54,72.73,7.51,2601.18,Black,Maharashtra,Rabi,Jowar
132.33,9.69,80.8,32.12,41.86,6.47,554.86,Sandy,Gujarat,Kharif,Bajra
47.19,16.73,47.57,32.46,62.23,6.43,809.02,Red,Andhra Pradesh,Zaid,Banana
267.96,30.93,114.65,35.87,64.9,7.82,3219.33,Alluvial,Karnataka,Kharif,Jowar
166.2,5.52,77.99,22.79,59.53,6.2,1589.95,Laterite,Odisha,Zaid,Banana
32.52,4.88,179.69,23.56,65.55,5.89,1509.59,Laterite,Odisha,Rabi,Groundnut
72.32,5.72,61.94,20.56,81.33,6.21,2905.26,Laterite,Karnataka,Rabi,Tobacco
134.1,8.88,92.83,17.05,62.99,5.38,1477.27,Laterite,Odisha,Rabi,Potato
183.52,45.16,234.44,40.57,24.74,7.19,444.47,Alluvial,Rajasthan,Zaid,Banana
171.95,19.04,125.16,27.73,73.23,6.29,682.27,Laterite,Andhra Pradesh,Kharif,Ragi
229.16,25.2,125.09,31.21,84.8,7.13,1793.11,Alluvial,Kerala,Rabi,Jowar
133.43,29.06,262.69,22.69,79.63,6.81,1335.34,Alluvial,West Bengal,Rabi,Potato
187.78,22.63,113.26,34.42,59.31,7.4,1409.84,Alluvial,Tamil Nadu,Rabi,Groundnut
97.67,21.25,129.28,34.06,58.42,6.52,1426.09,Alluvial,Maharashtra,Rabi,Jowar
204.06,43.11,63.45,31.99,77.43,7.17,1140.93,Alluvial,Telangana,Kharif,Sugarcane
140.21,13.0,247.69,20.98,53.09,8.15,817.59,Black,Telangana,Kharif,Maize
151.55,7.47,181.12,35.09,76.81,6.57,1136.07,Red,Tamil Nadu,Zaid,Banana
207.29,19.9,142.64,29.03,30.37,7.92,605.77,Alluvial,Haryana,Zaid,Banana
54.32,6.91,118.04,25.56,56.15,6.8,1708.44,Red,Odisha,Kharif,Turmeric
90.2,18.18,85.91,23.85,85.04,6.41,2261.37,Sandy,West Bengal,Rabi,Potato
92.13,15.19,191.28,32.56,94.47,6.36,1507.31,Red,Kerala,Kharif,Banana
265.82,21.19,205.92,24.73,83.65,8.0,642.65,Alluvial,Andhra Pradesh,Kharif,Tobacco
138.88,9.9,105.22,32.51,69.99,6.64,863.59,Red,Tamil Nadu,Kharif,Groundnut
66.47,13.67,48.21,23.78,51.75,6.94,1104.37,Sandy,Gujarat,Rabi,Tobacco
48.06,12.32,54.21,23.85,82.89,6.38,1257.65,Laterite,Tamil Nadu,Kharif,Coconut
194.35,29.58,256.61,33.35,73.99,7.47,642.58,Alluvial,Uttar Pradesh,Zaid,Potato
68.72,4.74,45.03,44.91,31.87,6.71,1121.51,Sandy,Uttar Pradesh,Rabi,Mustard
336.49,18.01,141.84,22.59,48.59,7.52,1088.35,Alluvial,Karnataka,Rabi,Jowar
213.39,18.73,188.81,30.35,44.14,6.79,359.85,Clay,Haryana,Kharif,Bajra
88.61,6.29,90.72,39.25,48.86,7.35,1376.49,Black,Gujarat,Zaid,Banana
102.79,18.11,272.8,32.24,84.3,7.55,2063.81,Alluvial,Assam,Zaid,Banana
53.23,4.63,60.43,18.62,58.89,6.23,502.39,Sandy,Rajasthan,Zaid,Potato
216.7,12.44,285.47,23.04,85.55,6.18,3065.61,Red,Kerala,Rabi,Tobacco
188.06,19.01,194.74,29.9,88.26,7.72,2334.8,Alluvial,Assam,Kharif,Rice
156.65,20.77,80.49,5.88,66.05,7.64,992.6,Alluvial,Uttar Pradesh,Rabi,Potato
181.68,7.0,84.48,26.1,77.16,6.65,849.37,Alluvial,Andhra Pradesh,Kharif,Sugarcane
110.9,5.53,70.71,37.22,68.98,6.0,1535.66,Sandy,Bihar,Zaid,Potato
53.71,17.58,137.86,13.17,84.75,6.46,2831.71,Laterite,Assam,Zaid,Potato
73.71,7.0,69.01,29.26,38.31,6.86,347.94,Sandy,Haryana,Kharif,Bajra
162.13,43.29,144.5,28.06,58.58,6.78,1718.01,Alluvial,Karnataka,Kharif,Sugarcane
66.08,4.25,48.76,9.1,46.3,6.28,477.19,Sandy,Punjab,Kharif,Sesame
92.68,6.9,96.24,16.83,89.75,5.8,2613.22,Laterite,Assam,Rabi,Potato
146.66,31.38,140.35,28.09,72.55,7.2,577.96,Alluvial,Haryana,Kharif,Cotton
187.0,37.42,133.51,35.11,64.96,7.5,559.89,Alluvial,Haryana,Rabi,Jowar
253.57,15.94,239.31,31.89,74.42,7.6,307.73,Clay,Haryana,Zaid,Banana
187.68,13.31,250.91,10.95,31.89,7.42,595.69,Alluvial,Haryana,Rabi,Wheat
148.8,16.69,26.37,38.43,75.57,5.59,746.74,Sandy,Tamil Nadu,Zaid,Potato
84.86,4.93,71.53,20.76,81.72,6.74,1489.13,Sandy,Bihar,Zaid,Potato
42.06,8.22,57.43,27.91,44.86,6.62,709.84,Sandy,Uttar Pradesh,Kharif,Sesame
242.19,38.17,216.32,39.14,41.57,6.62,928.74,Alluvial,Maharashtra,Zaid,Banana
237.59,26.52,365.05,33.48,38.5,7.49,1092.93,Black,Gujarat,Zaid,Banana
112.7,23.18,316.87,17.95,33.09,6.91,463.01,Alluvial,Rajasthan,Rabi,Mustard
97.13,24.12,90.5,25.06,62.13,7.75,629.98,Black,Andhra Pradesh,Zaid,Potato
172.56,23.02,263.0,24.88,81.16,7.58,1053.89,Black,Andhra Pradesh,Zaid,Banana
34.2,12.77,30.95,40.81,50.32,6.23,590.54,Sandy,Haryana,Rabi,Mustard
97.04,29.21,187.4,37.16,67.01,8.48,752.11,Black,Telangana,Rabi,Chilli
126.07,24.05,224.18,39.5,39.41,6.15,803.21,Red,Madhya Pradesh,Zaid,Potato
41.45,7.47,124.19,32.98,58.32,6.76,1287.77,Red,Odisha,Rabi,Groundnut
103.43,7.53,107.08,6.55,48.96,9.06,699.9,Saline,Rajasthan,Kharif,Maize
244.93,23.52,191.34,22.15,68.94,7.28,1516.96,Black,Odisha,Rabi,Chilli
116.34,11.57,92.66,25.9,54.95,6.11,1446.22,Red,Madhya Pradesh,Zaid,Banana
226.61,12.21,275.26,23.07,77.96,7.58,1020.33,Clay,Bihar,Zaid,Banana
59.12,14.94,225.97,40.03,60.86,8.4,887.22,Black,Telangana,Rabi,Chilli
47.95,8.79,71.79,34.03,48.34,7.11,775.83,Sandy,Punjab,Kharif,Sesame
148.48,4.84,72.35,35.48,77.75,5.35,682.53,Laterite,Maharashtra,Kharif,Ragi
119.73,3.97,117.57,31.94,78.47,6.73,1037.69,Sandy,Uttar Pradesh,Zaid,Banana
126.99,27.73,152.99,31.69,63.7,6.94,333.3,Clay,Haryana,Zaid,Banana
45.01,7.54,111.24,39.33,47.85,6.36,1250.33,Sandy,Bihar,Zaid,Potato
247.68,25.4,382.5,35.51,36.09,7.03,1161.09,Black,Gujarat,Kharif,Cotton
85.12,18.06,362.34,27.08,62.35,7.34,1930.97,Black,Maharashtra,Kharif,Sugarcane
88.47,15.12,115.71,30.15,69.55,6.39,681.9,Laterite,Andhra Pradesh,Kharif,Cotton
377.27,14.05,91.82,25.43,64.97,7.92,760.35,Alluvial,Gujarat,Rabi,Tobacco
147.65,13.22,99.9,40.6,42.98,7.31,702.81,Sandy,Rajasthan,Kharif,Sesame
87.98,14.56,135.85,36.69,42.71,9.37,582.99,Saline,Gujarat,Zaid,Potato
56.94,7.07,42.18,20.66,83.59,5.62,2395.02,Sandy,West Bengal,Kharif,Tea
301.09,40.0,188.38,2.26,60.71,7.11,682.03,Alluvial,Punjab,Zaid,Potato
111.49,9.7,213.14,25.85,61.49,6.13,1335.85,Red,Maharashtra,Kharif,Sugarcane
99.8,12.71,205.46,43.78,31.31,7.69,675.84,Alluvial,Punjab,Zaid,Potato
200.73,20.97,73.58,19.76,84.38,8.0,3414.35,Alluvial,Karnataka,Zaid,Potato
159.0,16.18,172.92,33.12,51.32,6.48,1053.68,Red,Telangana,Kharif,Cotton
129.87,12.89,30.05,24.73,40.79,6.79,725.82,Sandy,Uttar Pradesh,Zaid,Potato
136.48,16.3,238.88,6.95,58.7,7.92,554.05,Clay,Haryana,Kharif,Sugarcane
162.36,21.54,69.95,33.08,76.08,7.16,2678.28,Alluvial,Assam,Rabi,Potato
408.26,26.74,60.01,35.91,75.92,7.74,759.97,Alluvial,Uttar Pradesh,Kharif,Sugarcane
59.7,8.85,183.84,34.2,52.84,5.32,1081.38,Laterite,Madhya Pradesh,Rabi,Tobacco
81.93,20.23,157.58,27.88,63.49,7.9,1187.05,Black,Gujarat,Rabi,Tobacco
362.7,49.51,110.74,22.86,63.31,7.51,646.22,Alluvial,Tamil Nadu,Rabi,Groundnut
58.56,19.57,87.02,29.63,62.42,5.64,1776.96,Laterite,West Bengal,Kharif,Coconut
63.05,10.24,47.57,26.35,85.75,5.14,2236.35,Laterite,Assam,Zaid,Banana
225.54,27.96,67.78,29.06,56.91,7.82,1427.13,Alluvial,Madhya Pradesh,Rabi,Gram
51.02,22.73,106.36,26.11,55.11,6.01,2098.34,Red,West Bengal,Kharif,Tea
74.78,15.99,28.28,20.57,61.72,5.06,759.43,Laterite,Telangana,Zaid,Potato
304.46,18.76,261.55,38.67,55.93,7.69,637.78,Clay,Haryana,Rabi,Wheat
196.36,31.91,160.92,33.28,42.25,6.43,1128.09,Clay,Uttar Pradesh,Kharif,Rice
302.02,19.29,264.74,38.79,71.19,6.96,423.22,Alluvial,Punjab,Kharif,Bajra
278.08,11.99,334.13,24.59,73.61,7.53,1245.66,Alluvial,Gujarat,Kharif,Rice
131.72,13.43,102.1,36.32,73.05,7.45,1164.99,Black,Madhya Pradesh,Rabi,Maize
239.65,24.77,134.41,31.41,72.56,7.96,2499.44,Alluvial,Assam,Zaid,Banana
236.65,18.17,190.93,32.83,73.01,6.67,2119.64,Alluvial,Assam,Kharif,Rice
91.67,4.63,46.95,29.79,31.8,6.99,1389.67,Sandy,Gujarat,Zaid,Banana
103.33,32.22,127.83,19.02,35.68,7.74,831.43,Alluvial,Maharashtra,Rabi,Barley
65.44,9.63,81.19,39.32,66.25,5.87,2088.31,Red,West Bengal,Zaid,Potato
111.49,24.1,78.92,28.05,62.33,6.12,703.47,Laterite,Tamil Nadu,Zaid,Banana
91.06,8.74,94.72,15.89,47.43,5.51,372.3,Red,Rajasthan,Zaid,Potato
68.72,4.88,96.61,17.66,36.73,8.01,1002.92,Saline,Gujarat,Kharif,Cotton
131.49,17.62,98.1,42.41,65.02,7.56,740.98,Clay,Haryana,Rabi,Wheat
170.46,12.72,61.41,15.78,93.93,5.69,1975.68,Laterite,Assam,Zaid,Potato
62.04,4.68,110.72,11.33,83.65,6.27,2001.17,Sandy,West Bengal,Rabi,Mustard
84.55,30.72,102.21,35.18,49.61,7.3,1010.18,Black,Telangana,Zaid,Banana
218.38,15.1,233.32,21.81,80.16,7.26,1229.97,Black,Odisha,Rabi,Wheat
103.88,19.12,292.58,34.15,35.6,8.43,1495.78,Black,Gujarat,Kharif,Rice
112.09,6.28,202.59,17.45,60.69,7.08,1259.44,Black,Odisha,Kharif,Sugarcane
87.43,15.19,205.37,34.45,46.12,5.64,1222.01,Laterite,Maharashtra,Kharif,Rice
97.22,15.12,192.07,24.62,72.23,6.12,2232.49,Red,Assam,Rabi,Chilli
112.93,21.81,153.31,15.02,76.67,7.59,2486.78,Alluvial,Assam,Zaid,Potato
76.52,10.81,55.37,29.24,82.51,6.79,2149.84,Sandy,Kerala,Rabi,Groundnut
87.29,31.21,178.01,26.25,85.26,6.95,1716.08,Alluvial,Odisha,Kharif,Jute
44.67,9.18,61.07,33.08,84.66,6.45,710.48,Laterite,Andhra Pradesh,Rabi,Groundnut
52.95,7.85,57.64,30.43,70.49,5.53,622.23,Laterite,Andhra Pradesh,Rabi,Tobacco
102.51,6.84,126.48,22.08,74.07,5.3,1823.88,Laterite,West Bengal,Zaid,Potato
170.46,16.87,181.14,30.32,64.97,6.71,605.33,Alluvial,Uttar Pradesh,Zaid,Potato
171.98,10.4,404.02,35.58,39.13,8.1,1103.06,Black,Madhya Pradesh,Zaid,Banana
63.88,10.43,77.69,10.7,81.2,6.08,1066.75,Sandy,Bihar,Zaid,Potato
180.86,7.62,94.28,28.58,73.89,5.63,2167.78,Laterite,Kerala,Rabi,Tobacco
35.97,6.92,51.95,29.85,65.03,6.67,684.23,Sandy,Uttar Pradesh,Rabi,Gram
34.62,10.35,43.8,32.12,49.31,5.83,592.84,Sandy,Haryana,Kharif,Bajra
64.1,7.12,132.95,17.03,63.66,6.25,561.75,Sandy,Haryana,Rabi,Mustard
147.84,8.2,70.72,22.92,72.12,6.27,1844.66,Red,Assam,Rabi,Potato
41.88,7.58,120.97,17.37,88.88,5.47,1890.32,Laterite,Assam,Kharif,Tea
224.26,9.3,156.33,22.51,81.54,7.82,753.19,Black,Andhra Pradesh,Rabi,Tobacco
126.08,8.28,49.18,27.87,59.96,6.59,1429.01,Sandy,Bihar,Rabi,Maize
120.5,21.22,161.78,11.31,49.59,7.54,413.99,Alluvial,Rajasthan,Kharif,Bajra
46.99,5.79,37.18,17.79,64.12,5.56,859.73,Sandy,Punjab,Kharif,Sesame
285.49,44.83,217.45,24.01,49.95,7.73,1427.71,Alluvial,Madhya Pradesh,Rabi,Gram
140.2,15.61,190.81,38.38,44.92,6.77,1582.42,Alluvial,Maharashtra,Kharif,Cotton
79.08,8.44,127.72,22.93,47.94,6.03,1777.35,Laterite,Karnataka,Kharif,Coffee
133.6,27.12,116.52,22.93,81.61,7.54,1026.27,Alluvial,Andhra Pradesh,Zaid,Banana
188.69,8.79,87.13,23.54,70.74,6.99,1791.23,Red,Odisha,Kharif,Turmeric
